Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Het Woltmansland 2,Hasselt,275000.0,207.0,117.0,1975.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,13.55
Tulpstraat 5,Arnhem,400000.0,126.0,90.0,1896.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",F,Aan rustige weg en in woonwijk,Achtertuin,12.35
Dag Hammarskjöldstraat 11,Hoensbroek,629000.0,552.0,206.0,2001.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,7,1 badkamer en 1 apart toilet,2 woonlagen en een kelder,A,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, plaats en voortuin",35.05
Asserstraat 95,Katwijk (ZH),585000.0,135.0,145.0,2011.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,2 badkamers en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,8.9
Wierdensestraat 86,Rijssen,449000.0,194.0,206.0,1912.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,9,2 badkamers en 1 apart toilet,2 woonlagen en een zolder,Niet verplicht,Aan drukke weg en in centrum,Achtertuin,20.7
Wethouder H.H. Korteboslaan 55,Rijssen,549000.0,440.0,123.0,1993.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan park en aan rustige weg,Achtertuin en voortuin,28.95
Zwenkgras 9,Leiden,485000.0,123.0,115.0,1977.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin,28.85
Paardebloemweide 53,Woerden,375000.0,125.0,97.0,1982.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,52.9
Beatrixlaan 17,Nieuwkoop,359000.0,129.0,92.0,1961.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,69.3
Lupinestraat 7,Beuningen (GE),395000.0,305.0,131.0,1971.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,16.55
Stremselstraat 39,Purmerend,365000.0,174.0,101.0,1984.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,25.1
Beethovenstraat 25,Haarlem,700000.0,140.0,138.0,2018.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,
Dahliastraat 123,Enschede,250000.0,163.0,121.0,1954.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,18.75
De Pol 14,Doesburg,274500.0,163.0,102.0,1984.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin",29.5
Purmer 55,Lelystad,250000.0,145.0,78.0,1982.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,Achtertuin en voortuin,19.15
W. Warnaarlaan 70 .,Sassenheim,700000.0,560.0,142.0,1931.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,"Aan bosrand, beschutte ligging en in woonwijk",Tuin rondom,3.45
Meenscharsweg 2,Hindeloopen,324500.0,190.0,98.0,1975.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, in woonwijk en zeezicht",Achtertuin en voortuin,7.95
Militaireweg 69,Krommenie,375000.0,162.0,96.0,1939.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan vaarwater en in woonwijk",Achtertuin en voortuin,30.7
Pastoor Hoekx-singel 13,Rosmalen,325000.0,92.0,97.0,1997.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,21.1
Waalstraat 76,Almere,400000.0,113.0,111.0,1984.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,73.9
Newtonstraat 7,Schoonhoven,395000.0,260.0,126.0,1986.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer,3 woonlagen,C,,Achtertuin en voortuin,40.4
Domtorenstraat 22,Tilburg,325000.0,154.0,90.0,1962.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,63.35
Brittenburg 45,Dordrecht,350000.0,159.0,150.0,1976.0,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,7,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en zijtuin,18.8
Van den Elsenstraat 25,Diessen,430000.0,203.0,112.0,1992.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",29.0
Meidoornlaan 14,Sassenheim,375000.0,96.0,87.0,1943.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer,3 woonlagen,E,In woonwijk,Achtertuin,11.75
Corrie Vonkplantsoen 39,Spijkenisse,485000.0,281.0,139.0,1994.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",31.9
Fonteinkruid 40,Oudkarspel (Gem. Dijk en Waard),675000.0,393.0,140.0,1999.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin",
Klipper 73,Barendrecht,675000.0,369.0,178.0,1978.0,Bestaande bouw,"Herenhuis, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,2 badkamers en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, aan water, in centrum, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",15.2
Turfsteker 7,Odiliapeel,550000.0,260.0,154.0,2014.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 2 aparte toiletten,3 woonlagen,A,,Achtertuin en voortuin,14.3
Hoornwerk 35,Zutphen,565000.0,154.0,182.0,2009.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin,24.5
Bronkhorstermaat 7,Giesbeek,525000.0,490.0,125.0,1982.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,27.5
Kethelweg 61,Vlaardingen,445000.0,154.0,110.0,1929.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,47.95
Reigerlaan 46,Hoevelaken,369500.0,134.0,111.0,1969.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,20.1
Molenhoek 6,Pesse (Gem. Hoogeveen),895000.0,8240.0,387.0,1787.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,10,1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,D,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,0.85
Klaterbos 110,Hoofddorp,495000.0,222.0,116.0,1988.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Tentdak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",53.75
Lattropperstraat 85,Denekamp,935000.0,9020.0,208.0,2009.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8,2 badkamers en 1 apart toilet,3 woonlagen en een kelder,A,"Buiten bebouwde kom, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin",5.95
Dr. Nassaulaan 20,Assen,1250000.0,1757.0,428.0,1915.0,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,10,4 badkamers en 1 apart toilet,"3 woonlagen, een vliering en een kelder",Niet verplicht,"In bosrijke omgeving, in centrum en vrij uitzicht","Achtertuin, voortuin en zonneterras",5.65
Pastorielaan 28,Veldhoven,750000.0,554.0,230.0,1960.0,Bestaande bouw,"Herenhuis, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,11,2 badkamers en 1 apart toilet,3 woonlagen en een kelder,C,In woonwijk,Achtertuin en voortuin,53.65
Veeringzoom 36,Koog aan de Zaan,450000.0,138.0,121.0,1980.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan park, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,64.4
Carmelietenstraat-west 56,Boxmeer,275000.0,292.0,80.0,1914.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,,Achtertuin en voortuin,26.5
Irenestraat 11,Druten,279000.0,148.0,108.0,1960.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,Aan rustige weg en in centrum,Achtertuin,68.55
Boerderijweg 66,Oud-Beijerland,595000.0,400.0,175.0,1982.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6,1 badkamer en 2 aparte toiletten,3 woonlagen,C,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,50.5
Buitenkwartier 30,Zwartsluis,285000.0,332.0,87.0,1901.0,Bestaande bouw,"Eengezinswoning, geschakelde woning (dijkwoning)",Zadeldak bedekt met pannen,5,2 badkamers en 1 apart toilet,2 woonlagen en een kelder,D,In woonwijk,Achtertuin,4.1
Eerbeekseweg 10,Loenen,685000.0,762.0,137.0,1937.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,2 badkamers en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",E,In centrum en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",23.1
Burchtenlaan 7,Den Bosch,400000.0,193.0,125.0,1979.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,23.85
Abel Tasmanstraat 7,Terneuzen,239500.0,181.0,125.0,1971.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,16.85
Ezelvense Akkers 45,Tilburg,450000.0,231.0,114.0,2005.0,Bestaande bouw,"Bungalow, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,3,1 badkamer en 1 apart toilet,1 woonlaag,B,In woonwijk,Voortuin,73.0
Kerkstraat 13 A,Driel,345000.0,158.0,98.0,2011.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,3,1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan park, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.3
Julianastraat 126,Hoogezand,249000.0,549.0,100.0,1960.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",5.9
Tournooistraat 2,Helmond,325000.0,113.0,112.0,2016.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,36.95
Bizetstraat 12,Axel,235000.0,207.0,95.0,1966.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,70.1
De Reusel 4,Goirle,950000.0,1145.0,256.0,1977.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7,2 badkamers en 1 apart toilet,3 woonlagen en een kelder,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",1.75
Narcisstraat 4,Giesbeek,240000.0,135.0,96.0,1968.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3,1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin,27.5
Landweerstraat-Noord 12,Oss,292500.0,212.0,110.0,1975.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5,1 badkamer en 1 apart toilet,2 woonlagen,E,In woonwijk,Achtertuin en voortuin,9.9
Afrikalaan 77,Alphen aan den Rijn,450000.0,223.0,147.0,1994.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met pannen,6,1 badkamer,3 woonlagen,C,Aan park en in woonwijk,Achtertuin en voortuin,20.1
Stille Omgang 2,Lepelstraat,849000.0,549.0,172.0,,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,7,1 badkamer en 1 apart toilet,3 woonlagen,A+,"Aan rustige weg, in bosrijke omgeving, in woonwijk en landelijk gelegen",Tuin rondom,14.15
Horstlindelaan 44,Enschede,350000.0,347.0,109.0,1968.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,17.15
Parkweg 86,Vlaardingen,596800.0,220.0,151.0,1932.0,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 2 aparte toiletten,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",63.15
de Hoek 13,Eethen,285000.0,190.0,83.0,1963.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,,Achtertuin en voortuin,8.1
Hoogeindsestraat 110,Helmond,295000.0,210.0,112.0,1915.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,,Achtertuin en voortuin,15.7
Heggerank 10,Cuijk,397500.0,299.0,142.0,1984.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,B,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,68.25
Ouderkerkerlaan 30,Amstelveen,950000.0,225.0,172.0,1921.0,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,22.8
van Gheselhof 10,Zeist,725000.0,318.0,125.0,1999.0,Bestaande bouw,"Eengezinswoning, eindwoning",Samengesteld dak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen en een kelder,A,"Aan rustige weg, beschutte ligging, in bosrijke omgeving, in centrum en in woonwijk",Achtertuin en voortuin,31.9
Brilbeer 28,Heerhugowaard,495000.0,340.0,129.0,1992.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",31.45
Dr Holwerdastraat 29,Wijk bij Duurstede,475000.0,181.0,116.0,1973.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,22.7
Tiggeltsebergstraat 62,Rijsbergen,850000.0,10000.0,197.0,1969.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7,2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,"Aan bosrand, aan rustige weg, beschutte ligging, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom en zonneterras,11.45
D. Koddelaan 12,Zoutelande,749000.0,634.0,175.0,1974.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6,3 badkamers en 1 apart toilet,2 woonlagen,C,Aan bosrand en in woonwijk,"Achtertuin, voortuin en zonneterras",13.45
Frankenlaan 20,Tilburg,525000.0,264.0,131.0,1970.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",40.0
Driewegenweg 3 a/b,Putten,695000.0,415.0,109.0,1935.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,Aan bosrand en in woonwijk,"Achtertuin, voortuin en zijtuin",26.1
Kennedystraat 40,Heel,359000.0,297.0,205.0,1971.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,8,1 badkamer en 3 aparte toiletten,"2 woonlagen, een zolder en een kelder",C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,39.9
Peppengouw 101,Almere,320000.0,144.0,94.0,1980.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,27.35
Edelhertweg 41,Almere,425000.0,141.0,135.0,1994.0,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,44.35
Rozelaar 3,Geffen,750000.0,474.0,255.0,1996.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,7,1 badkamer en 2 aparte toiletten,3 woonlagen en een zolder,B,In woonwijk,Achtertuin en voortuin,40.6
M.A. de Ruijterstraat 142,Spijkenisse,339900.0,135.0,122.0,1994.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en zonneterras,8.0
Spinetstraat 24,Etten-Leur,325000.0,151.0,122.0,1976.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,19.55
Sint Janstraat 135,Sprundel,589000.0,1023.0,148.0,1934.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,5,1 badkamer en 1 apart toilet,"3 woonlagen, een zolder en een kelder",F,In centrum,Achtertuin en zijtuin,37.85
Hertog van Gelrestraat 21,Rozendaal,545000.0,337.0,111.0,,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen en een kelder,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,17.05
Zandpad 13,Breukelen,1890000.0,620.0,242.0,2001.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met riet,8,3 badkamers en 1 apart toilet,3 woonlagen,B,Aan vaarwater en aan water,"Achtertuin, tuin rondom, voortuin en zijtuin",3.0
Koolhof 7,Gilze,349000.0,166.0,107.0,2012.0,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak,4,1 badkamer,2 woonlagen,A,Aan rustige weg en in centrum,Achtertuin,
Bosstraat 73,Swalmen,335000.0,360.0,150.0,1960.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak,6,1 badkamer en 1 apart toilet,2 woonlagen en een kelder,E,Aan drukke weg en in woonwijk,Achtertuin en voortuin,25.75
Trageldijk 3,Coevorden,175000.0,482.0,102.0,1960.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,8,1 badkamer en 1 apart toilet,3 woonlagen,D,Bedrijventerrein,Achtertuin en voortuin,50.0
Oostereind 20,Wachtum,469000.0,850.0,165.0,1990.0,Bestaande bouw,"Woonboerderij, 2-onder-1-kapwoning",Zadeldak bedekt met riet,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",2.65
IJzerwerf 4,Nieuwegein,580000.0,112.0,150.0,2007.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan vaarwater, aan water en in woonwijk",Achtertuin,35.97
Kettingpol 43,Herwen,389000.0,267.0,155.0,1996.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.75
Frederik van Eedenhove 15,Nieuwegein,425000.0,139.0,129.0,1994.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,35.74
de Wilde Zee 6,Wateringen,375000.0,144.0,133.0,1968.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,24.5
Beemdstraat 28,Heesch,600000.0,267.0,159.0,2008.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7,1 badkamer en 1 apart toilet,3 woonlagen,A,,Achtertuin en voortuin,12.75
Oranjefontein 45,Purmerend,415000.0,119.0,98.0,2005.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,5,1 badkamer,2 woonlagen en een zolder,A,In woonwijk,Achtertuin en voortuin,55.7
Nijverdalsestraat 71,Wierden,235000.0,135.0,76.0,1935.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,3,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,In centrum,Achtertuin en voortuin,14.4
De Lutteresweg 13 *,Lutten,625000.0,28830.0,214.0,1969.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8,1 badkamer en 1 apart toilet,2 woonlagen,C,"Buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,4.4
De Lutteresweg 13,Lutten,475000.0,6000.0,214.0,1969.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8,1 badkamer en 1 apart toilet,2 woonlagen,C,"Buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,4.4
Kostverloren 26,Nijkerk,350000.0,144.0,82.0,,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,25.75
Tollenhof 26,Kesteren,315000.0,154.0,126.0,1977.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,46.7
Ossecamp 10,Castricum,440000.0,88.0,103.0,2016.0,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan park en in woonwijk,Achtertuin en voortuin,29.65
van Rijckevorselstraat 8,Loon op Zand,595000.0,430.0,236.0,1922.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",D,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,25.75
Meerkoet 9,Etten-Leur,275000.0,161.0,104.0,1986.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,
