Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Vinkenbaan 11,Heiloo,465000.0,251.0,120.0,1963.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,12.85
de Ruijterstraat 11,Son en Breugel,325000.0,232.0,121.0,1967.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer,3 woonlagen,E,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",34.7
Beukestraat 25,Krommenie,375000.0,121.0,96.0,1935.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,F,In woonwijk,"Achtertuin, voortuin en zonneterras",26.65
Johannes Vermeerstraat 33,Spijkenisse,289500.0,146.0,80.0,1964.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,13.15
Kamillestraat 5,Apeldoorn,297500.0,143.0,141.0,1969.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,6,2 badkamers,3 woonlagen,C,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zonneterras",32.55
Schubertlaan 16,Hoogezand,300000.0,521.0,116.0,1971.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,F,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,7.5
van Beethovenlaan 68,Hazerswoude-Rijndijk,425000.0,188.0,100.0,1978.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",22.6
Klipgriend 73,Almere,365000.0,195.0,111.0,1981.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,22.75
Singel 136,Bussum,1045000.0,241.0,175.0,1906.0,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,6,2 badkamers en 2 aparte toiletten,2 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,11.5
Retranchement 38,Gorinchem,355000.0,150.0,120.0,1973.0,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer,3 woonlagen,C,,Achtertuin en voortuin,18.25
Groen van Prinstererstraat 39,Arnhem,469000.0,149.0,129.0,1934.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",A,In woonwijk,Achtertuin,20.7
Coudorp 17,Nieuwdorp,329000.0,590.0,107.0,1910.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Vrij uitzicht,Achtertuin en voortuin,26.45
Wislaan 100,Uden,395000.0,367.0,105.0,1997.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking,6,1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",49.0
Jan Dorrekenskade-Oost 67,Waddinxveen,350000.0,73.0,90.0,2021.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4,1 badkamer en 1 apart toilet,2 woonlagen,A++,Aan rustige weg,Achtertuin,21.75
't Höltje 42,Helden,800000.0,1097.0,233.0,1975.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,2 woonlagen,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin",55.85
De Loet 290,Castricum,500000.0,95.0,165.0,1970.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,4 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin,32.9
Burgemeester van der Venstraat 36,Vlijmen,525000.0,263.0,133.0,2010.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,39.55
Amelterhout 63,Assen,369500.0,464.0,140.0,1970.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.95
Emmerikseweg 64,Zutphen,250000.0,245.0,92.0,1931.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,Aan drukke weg en in woonwijk,Achtertuin en voortuin,12.25
Voorstevliet 17,Werkendam,415000.0,323.0,99.0,1966.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,3 woonlagen,C,In woonwijk en vrij uitzicht,Achtertuin en voortuin,15.3
Nijvelaar 7,Den Dungen,550000.0,535.0,140.0,,Bestaande bouw,"Landhuis, eindwoning",Zadeldak bedekt met kunststof en pannen,5,1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Achtertuin en zijtuin,
Bruggemanlanden 73,Enschede,279000.0,139.0,111.0,1974.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,46.15
Wagenaarstraat 301,Oss,325000.0,261.0,113.0,1969.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6,1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,20.1
Melkwegsingel 1,Zwijndrecht,570000.0,494.0,210.0,1959.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,8,1 badkamer en 2 aparte toiletten,2 woonlagen,G,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht","Achtertuin, patio/atrium en voortuin",8.85
Geel-groenlaan 23,Zoetermeer,400000.0,126.0,112.0,1988.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,8,1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,125.1
Swammerdamstraat 20,Amersfoort,395000.0,130.0,91.0,1957.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,3 woonlagen,F,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",
Blok 1 C,Krommenie,495000.0,163.0,100.0,2009.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3,1 badkamer en 1 apart toilet,2 woonlagen,A,Aan vaarwater en vrij uitzicht,Achtertuin en zijtuin,20.45
Schoolkade 153,Musselkanaal,259500.0,740.0,97.0,1910.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,1 woonlaag,D,Aan rustige weg en aan vaarwater,Tuin rondom,13.25
Poolsterstraat 20,Apeldoorn,325000.0,189.0,114.0,1970.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,42.6
Aetsveld 67,Vinkeveen,390000.0,185.0,117.0,1972.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,2 woonlagen,B,In woonwijk en vrij uitzicht,Achtertuin en voortuin,47.65
Loostraat 49 D,Huissen,325000.0,231.0,94.0,1970.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",D,Aan drukke weg,"Achtertuin, voortuin en zijtuin",61.05
Rialen 14,Assendelft,450000.0,156.0,131.0,1973.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,61.9
Thaliastraat 133,Arnhem,420000.0,155.0,124.0,2015.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,2 badkamers en 1 apart toilet,3 woonlagen,A+,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,22.55
Juckemastate 12,Leeuwarden,225000.0,162.0,89.0,1986.0,Bestaande bouw,"Eengezinswoning, eindwoning",Dwarskap bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Voortuin,26.4
Ypendael 17,Baarn,875000.0,310.0,164.0,1994.0,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Schilddak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,3 woonlagen,B,In bosrijke omgeving en in woonwijk,Achtertuin en voortuin,11.6
Kennemerstraatweg 217,Heiloo,575000.0,360.0,101.0,1941.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak,3,1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,G,Aan drukke weg,Achtertuin en voortuin,21.4
Brugstraat 5,Limmen,525000.0,250.0,121.0,1969.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,7,1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,21.0
Grasdreef 36,Eindhoven,400000.0,111.0,95.0,2012.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,58.35
Pampagras 7,Houten,519000.0,134.0,135.0,2002.0,Bestaande bouw,"Eengezinswoning, tussenwoning (hofjeswoning)",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,A+,In woonwijk,Achtertuin en voortuin,12.25
Ringiastins 15,Leeuwarden,406000.0,241.0,110.0,1989.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water en in woonwijk","Achtertuin, voortuin en zonneterras",36.4
Herenweg 46,Vinkeveen,885000.0,955.0,181.0,1795.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met riet,5,2 badkamers en 1 apart toilet,2 woonlagen,E,Aan water,"Achtertuin, voortuin en zijtuin",25.4
Dorpsstraat 104,Neerkant,599000.0,4005.0,206.0,1937.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8,2 badkamers en 2 aparte toiletten,"3 woonlagen, een zolder en een kelder",C,"Aan rustige weg, in centrum, open ligging en vrij uitzicht",Tuin rondom,13.65
Karel Doormanlaan 109,Zoetermeer,375000.0,159.0,113.0,1963.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zonneterras",49.7
Molenstraat 76,Bunschoten-Spakenburg,550000.0,195.0,94.0,1925.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In centrum,Achtertuin en voortuin,46.85
J.R. Thorbeckesingel 24,Papendrecht,300000.0,128.0,112.0,1974.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,In woonwijk,Achtertuin en voortuin,24.8
Boekweithof 9,Putten,1250000.0,1035.0,253.0,1998.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,8,1 badkamer en 1 apart toilet,2 woonlagen en een kelder,A,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Tuin rondom,34.0
Maalacker 30,Vledder,375000.0,360.0,146.0,1981.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,D,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin",18.4
Hoofdstraat 5,Sassenheim,975000.0,431.0,209.0,2008.0,Bestaande bouw,"Villa, vrijstaande woning",Tentdak bedekt met pannen,5,1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,A,In woonwijk,"Achtertuin, voortuin en zijtuin",35.0
Havikveld 1,Zoetermeer,450000.0,294.0,111.0,1982.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",90.15
West 100,Avenhorn,450000.0,291.0,121.0,1967.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan vaarwater, aan water, landelijk gelegen en open ligging",Achtertuin en voortuin,4.4
Gemondseweg 47,Schijndel,1250000.0,9680.0,392.0,1976.0,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met asbest en pannen,7,3 badkamers en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, landelijk gelegen en vrij uitzicht",Tuin rondom,3.05
Breedewaij 58,Hardinxveld-Giessendam,545000.0,275.0,158.0,2000.0,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6,1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,A,Aan rustige weg,Achtertuin,30.17
Molengracht 34,Den Helder,225000.0,118.0,86.0,1977.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4,1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, aan vaarwater, aan water, in centrum en vrij uitzicht",Achtertuin,11.25
Veenland 5,Assendelft,650000.0,255.0,167.0,2006.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,6,1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,"Aan water, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",94.55
Paramaribostraat 106,Utrecht,500000.0,63.0,90.0,1930.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,42.3
Willem Hedastraat 15,Alkmaar,490000.0,87.0,137.0,2006.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 2 aparte toiletten,3 woonlagen,A+,In woonwijk,Zonneterras,34.55
van der Capellenlaan 38,Zutphen,525000.0,225.0,140.0,1930.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,7,1 badkamer en 2 aparte toiletten,"3 woonlagen, een vliering en een kelder",E,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zonneterras",14.5
Dahliastraat 7,Koog aan de Zaan,375000.0,107.0,101.0,1938.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,48.45
Wegedoorn 13,Geldrop,1190000.0,2326.0,214.0,1975.0,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6,1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,B,"Aan bosrand, aan rustige weg, in bosrijke omgeving en in woonwijk",Tuin rondom,39.75
Simone de Beauvoirstraat 11,Nijmegen,565000.0,179.0,135.0,2018.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,26.35
De Weverij 15,Steenbergen (NB),495000.0,235.0,152.0,2019.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin en voortuin,39.4
Van Doesburgstraat 3,Amersfoort,419000.0,111.0,106.0,1990.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,13.65
Steinstraat 29,Vaassen,215000.0,181.0,75.0,1965.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,11.4
Noordweg 15,Oostvoorne,1150000.0,1562.0,212.0,1913.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,6,1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",F,Vrij uitzicht,Tuin rondom,48.1
K.J.Blokstraat 19,Wilhelminaoord,375000.0,571.0,145.0,1979.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6,2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",7.4
Tulpstraat 34,Koog aan de Zaan,280000.0,127.0,78.0,1934.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",48.45
Begoniastraat 18,Zwolle,450000.0,105.0,113.0,1930.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak bedekt met pannen,6,1 badkamer en 1 apart toilet,3 woonlagen,E,Beschutte ligging en in woonwijk,Achtertuin en voortuin,30.45
Merbau 157,Dordrecht,425000.0,205.0,137.0,1997.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,8,1 badkamer en 1 apart toilet,3 woonlagen,A,,Achtertuin,23.4
St. Isidorusstraat 23,Leunen,298000.0,115.0,117.0,2014.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,22.85
Frans Halsstraat 22,Meppel,275000.0,135.0,108.0,1970.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,24.2
Braamkamp 308,Zutphen,275000.0,146.0,121.0,1978.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,13.25
Zuiderlingedijk 5,Heukelum,625000.0,815.0,139.0,1920.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3,1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan vaarwater, beschutte ligging en landelijk gelegen","Achtertuin, voortuin en zijtuin",
Loolaan 96,Driebergen-Rijsenburg,575000.0,205.0,103.0,,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan drukke weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",45.68
Heemraadsweg 4,Ouderkerk aan den IJssel,975000.0,720.0,247.0,1990.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8,2 badkamers en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, aan water, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin",41.6
Kruisbergseweg 56,Doetinchem,639000.0,574.0,226.0,1974.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8,2 badkamers en 1 apart toilet,2 woonlagen en een zolder,C,In bosrijke omgeving en in woonwijk,"Achtertuin, voortuin en zijtuin",11.0
Tongelresestraat 13,Eindhoven,1795000.0,1080.0,301.0,1908.0,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,9,4 badkamers en 1 apart toilet,4 woonlagen,C,In centrum en in woonwijk,Tuin rondom,23.45
Athenesingel 230,Den Haag,425000.0,124.0,120.0,1998.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak,5,1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,42.75
Leo Gestelstraat 27,Almere,375000.0,153.0,118.0,2000.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,99.55
Imkersdreef 305,Apeldoorn,325000.0,198.0,122.0,1972.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Plat dak,6,1 badkamer en 1 apart toilet,2 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin,42.2
Stationsstraat 27 a-29,Twello,750000.0,985.0,159.0,1928.0,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,6,2 badkamers,"2 woonlagen, een zolder en een kelder",D,In centrum,Tuin rondom,53.6
Bongerd 32,Borne,550000.0,289.0,151.0,2007.0,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5,1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,36.2
Coldenhovenseweg 52,Eerbeek,299000.0,213.0,76.0,1920.0,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,"3 woonlagen, een zolder en een kelder",E,In bosrijke omgeving,"Achtertuin, voortuin, zijtuin en zonneterras",1.2
Dovenetelweg 71,Zaandam,400000.0,150.0,129.0,1961.0,Bestaande bouw,"Eengezinswoning, tussenwoning",Mansarde dak bedekt met bitumineuze dakbedekking,5,1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,32.25
Hobbemalaan 102,Alkmaar,359000.0,152.0,107.0,1959.0,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak,4,1 badkamer en 1 apart toilet,3 woonlagen,F,Aan rustige weg en in woonwijk,Plaats en voortuin,34.55
Rembrandtstraat 15,Vlijmen,350000.0,309.0,97.0,1961.0,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4,1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,In woonwijk,"Achtertuin, voortuin en zijtuin",46.1
